Date,ProcessID,DAU,MAU,LLM_Accuracy_Pct,Saved_Hours
2023-09-27,108,161,934,89.66,27.2
2023-09-28,101,124,671,93.51,38.6
2023-09-28,102,135,578,88.01,42.1
2023-09-28,103,129,741,94.71,32.7
2023-09-28,104,196,1044,82.94,53.1
2023-09-28,105,105,574,91.58,25.5
2023-09-28,106,74,302,88.16,24.7
2023-09-28,107,125,672,89.53,29.4
2023-09-28,108,110,587,99.44,29.8
2023-09-29,101,131,575,95.3,21.9
2023-09-29,102,168,986,98.31,58.2
2023-09-29,103,81,451,98.0,22.6
2023-09-29,104,136,681,90.51,27.2
2023-09-29,105,97,567,90.73,29.1
2023-09-29,106,150,840,98.68,38.0
2023-09-29,107,115,605,91.43,31.9
2023-09-29,108,89,408,92.76,28.5
2023-09-30,101,57,285,88.29,15.2
2023-09-30,102,58,290,91.14,19.8
2023-09-30,103,15,75,99.11,2.9
2023-09-30,104,23,115,93.24,4.2
2023-09-30,105,47,235,90.22,9.6
2023-09-30,106,21,105,93.4,6.0
2023-09-30,107,37,185,92.54,12.9
2023-09-30,108,42,210,98.17,8.5
2023-10-01,101,44,220,90.85,10.3
2023-10-01,102,49,245,89.23,11.6
2023-10-01,103,31,155,92.31,8.3
2023-10-01,104,53,265,93.29,17.6
2023-10-01,105,46,230,95.51,15.7
2023-10-01,106,36,180,96.66,8.7
2023-10-01,107,42,210,99.06,7.8
2023-10-01,108,27,135,94.67,4.6
2023-10-02,101,133,641,90.45,43.3
2023-10-02,102,50,220,98.78,15.9
2023-10-02,103,175,1004,94.76,41.6
2023-10-02,104,92,453,91.85,25.1
2023-10-02,105,100,573,88.4,33.3
2023-10-02,106,91,491,97.4,19.0
2023-10-02,107,161,775,95.87,52.5
2023-10-02,108,171,783,88.17,45.3
2023-10-03,101,183,869,90.18,43.2
2023-10-03,102,117,551,88.1,37.2
2023-10-03,103,184,1081,98.62,47.3
2023-10-03,104,159,640,87.23,31.0
2023-10-03,105,183,751,93.44,47.6
2023-10-03,106,141,723,93.88,41.8
2023-10-03,107,156,918,93.73,41.2
2023-10-03,108,165,893,93.75,54.3
2023-10-04,101,151,752,91.07,49.4
2023-10-04,102,146,648,91.2,45.4
2023-10-04,103,142,605,97.47,32.5
2023-10-04,104,96,538,90.03,28.5
2023-10-04,105,64,262,88.03,12.7
2023-10-04,106,75,318,89.35,17.4
2023-10-04,107,120,650,90.12,19.9
2023-10-04,108,100,462,95.54,17.1
2023-10-05,101,160,670,89.13,47.3
2023-10-05,102,158,940,88.44,37.8
2023-10-05,103,68,341,94.96,15.1
2023-10-05,104,73,345,89.69,24.1
2023-10-05,105,194,923,89.68,53.3
2023-10-05,106,104,554,92.11,19.2
2023-10-05,107,160,658,98.64,41.0
2023-10-05,108,144,815,89.79,22.7
2023-10-06,101,73,310,93.57,19.7
2023-10-06,102,182,737,96.19,49.3
2023-10-06,103,86,513,95.58,15.7
2023-10-06,104,171,860,83.84,57.2
2023-10-06,105,90,491,96.44,17.1
2023-10-06,106,140,685,91.69,34.5
2023-10-06,107,62,345,93.39,19.1
2023-10-06,108,78,333,96.17,25.9
2023-10-07,101,18,90,91.75,3.1
2023-10-07,102,54,270,90.49,13.0
2023-10-07,103,46,230,92.11,16.0
2023-10-07,104,21,105,86.36,6.3
2023-10-07,105,15,75,96.25,2.4
2023-10-07,106,38,190,93.33,10.5
2023-10-07,107,53,265,97.19,13.0
2023-10-07,108,24,120,91.24,7.1
2023-10-08,101,21,105,98.02,6.5
2023-10-08,102,23,115,93.41,6.9
2023-10-08,103,45,225,88.13,13.7
2023-10-08,104,36,180,91.67,7.9
2023-10-08,105,21,105,89.18,4.3
2023-10-08,106,48,240,97.66,12.3
2023-10-08,107,16,80,99.66,3.3
2023-10-08,108,48,240,98.57,8.2
2023-10-09,101,82,344,96.42,12.8
2023-10-09,102,125,534,89.52,23.1
2023-10-09,103,81,471,95.76,24.7
2023-10-09,104,119,519,89.71,25.7
2023-10-09,105,88,463,91.06,29.9
2023-10-09,106,70,415,88.18,17.2
2023-10-09,107,98,552,90.49,19.4
2023-10-09,108,124,598,96.72,35.6
2023-10-10,101,136,620,94.61,40.3
2023-10-10,102,59,279,93.78,12.6
2023-10-10,103,66,366,96.79,21.7
2023-10-10,104,85,452,93.41,25.2
2023-10-10,105,123,548,90.85,27.6
2023-10-10,106,165,853,99.62,42.3
2023-10-10,107,52,216,90.27,12.4
2023-10-10,108,114,512,97.61,34.5
2023-10-11,101,138,565,97.53,37.4
2023-10-11,102,164,796,90.35,45.2
2023-10-11,103,99,494,91.63,34.1
2023-10-11,104,159,765,85.37,47.1
2023-10-11,105,196,851,94.31,40.8
2023-10-11,106,166,889,99.72,25.9
2023-10-11,107,172,1009,98.32,33.8
2023-10-11,108,186,954,94.68,45.6
2023-10-12,101,135,557,92.72,46.3
2023-10-12,102,199,956,98.42,46.4
2023-10-12,103,110,581,92.45,37.4
2023-10-12,104,171,723,85.67,52.4
2023-10-12,105,160,720,94.36,50.4
2023-10-12,106,153,886,89.26,44.6
2023-10-12,107,148,802,92.58,34.1
2023-10-12,108,65,334,93.71,16.1
2023-10-13,101,162,803,92.48,36.1
2023-10-13,102,144,773,93.19,27.2
2023-10-13,103,117,620,90.37,23.2
2023-10-13,104,168,886,85.46,33.1
2023-10-13,105,100,426,88.67,32.4
2023-10-13,106,132,587,92.05,46.0
2023-10-13,107,169,757,99.14,42.9
2023-10-13,108,59,238,89.61,17.1
2023-10-14,101,50,250,91.77,14.3
2023-10-14,102,38,190,88.78,7.2
2023-10-14,103,25,125,99.08,4.3
2023-10-14,104,41,205,85.06,7.2
2023-10-14,105,33,165,93.56,10.7
2023-10-14,106,53,265,90.07,16.0
2023-10-14,107,18,90,92.52,4.5
2023-10-14,108,48,240,96.19,16.6
2023-10-15,101,59,295,96.73,19.1
2023-10-15,102,24,120,89.16,7.9
2023-10-15,103,22,110,92.28,3.9
2023-10-15,104,40,200,87.08,6.0
2023-10-15,105,41,205,93.38,12.7
2023-10-15,106,42,210,89.32,10.0
2023-10-15,107,30,150,96.36,9.3
2023-10-15,108,54,270,88.58,8.2
2023-10-16,101,163,867,96.69,39.2
2023-10-16,102,192,1025,90.57,51.5
2023-10-16,103,84,470,98.97,29.0
2023-10-16,104,67,295,84.97,23.4
2023-10-16,105,97,436,99.67,26.5
2023-10-16,106,177,782,93.92,43.4
2023-10-16,107,189,764,97.72,28.9
2023-10-16,108,197,977,97.71,32.0
2023-10-17,101,171,720,88.83,45.8
2023-10-17,102,122,646,89.95,19.1
2023-10-17,103,66,316,88.31,14.3
2023-10-17,104,58,234,90.68,18.1
2023-10-17,105,188,799,98.75,53.5
2023-10-17,106,189,948,99.54,54.6
2023-10-17,107,141,590,94.2,44.7
2023-10-17,108,148,875,96.31,28.4
2023-10-18,101,94,524,91.08,27.4
2023-10-18,102,96,407,94.98,29.1
2023-10-18,103,68,375,97.44,18.6
2023-10-18,104,172,781,82.35,46.6
2023-10-18,105,171,1002,92.54,28.3
2023-10-18,106,107,611,93.89,18.9
2023-10-18,107,175,819,94.47,51.2
2023-10-18,108,166,938,89.5,54.9
2023-10-19,101,149,865,89.32,27.6
2023-10-19,102,118,661,93.14,36.2
2023-10-19,103,53,311,93.79,12.9
2023-10-19,104,106,546,83.96,18.5
2023-10-19,105,166,956,88.54,49.2
2023-10-19,106,121,597,95.69,38.2
2023-10-19,107,165,941,94.53,31.3
2023-10-19,108,119,558,98.62,29.0
2023-10-20,101,108,466,97.67,19.1
2023-10-20,102,129,632,94.15,39.1
2023-10-20,103,141,807,93.34,22.9
2023-10-20,104,101,543,89.29,26.0
2023-10-20,105,147,638,90.7,39.0
2023-10-20,106,121,566,91.86,32.4
2023-10-20,107,136,775,91.07,33.8
2023-10-20,108,141,657,95.08,23.7
2023-10-21,101,55,275,97.12,18.9
2023-10-21,102,39,195,96.52,12.0
2023-10-21,103,45,225,92.26,9.2
2023-10-21,104,29,145,93.48,7.2
2023-10-21,105,50,250,94.94,12.9
2023-10-21,106,54,270,88.04,10.7
2023-10-21,107,26,130,94.23,5.7
2023-10-21,108,27,135,92.17,6.5
2023-10-22,101,32,160,99.37,10.5
2023-10-22,102,17,85,94.79,5.1
2023-10-22,103,54,270,92.5,13.2
2023-10-22,104,43,215,92.89,10.1
2023-10-22,105,30,150,96.31,4.5
2023-10-22,106,15,75,88.36,4.4
2023-10-22,107,17,85,91.17,4.2
2023-10-22,108,23,115,90.94,5.5
2023-10-23,101,177,965,95.96,29.1
2023-10-23,102,76,335,95.78,17.7
2023-10-23,103,93,500,94.72,29.9
2023-10-23,104,191,856,85.34,62.9
2023-10-23,105,176,961,98.92,58.5
2023-10-23,106,64,338,92.55,21.8
2023-10-23,107,57,312,96.16,17.2
2023-10-23,108,63,377,91.01,15.0
2023-10-24,101,129,764,89.14,19.9
2023-10-24,102,65,317,90.04,21.1
2023-10-24,103,142,760,94.22,43.5
2023-10-24,104,96,459,87.88,16.5
2023-10-24,105,73,428,96.57,22.1
2023-10-24,106,120,663,88.21,40.4
2023-10-24,107,165,923,98.69,55.8
2023-10-24,108,175,765,99.64,61.1
2023-10-25,101,70,299,88.27,22.7
2023-10-25,102,100,461,91.34,34.4
2023-10-25,103,172,940,88.0,46.3
2023-10-25,104,199,1181,93.08,65.0
2023-10-25,105,188,1019,96.19,40.2
2023-10-25,106,97,468,93.75,19.7
2023-10-25,107,64,364,93.38,15.0
2023-10-25,108,86,417,94.4,13.3
2023-10-26,101,53,253,95.4,18.2
2023-10-26,102,192,774,94.63,59.0
2023-10-26,103,91,422,89.62,29.8
2023-10-26,104,133,727,89.94,41.7
2023-10-26,105,79,451,95.08,17.1
2023-10-26,106,101,566,98.06,17.5
2023-10-26,107,192,1136,92.25,31.3
2023-10-26,108,64,307,96.09,10.5
2023-10-27,101,112,512,91.06,31.7
2023-10-27,102,101,585,95.81,33.0
2023-10-27,103,156,715,88.94,38.6
2023-10-27,104,182,891,85.29,41.6
2023-10-27,105,181,795,91.34,63.3
2023-10-27,106,92,428,95.85,19.2
2023-10-27,107,75,323,91.72,12.8
2023-10-27,108,98,549,89.64,29.9
2023-10-28,101,46,230,94.11,13.1
2023-10-28,102,15,75,96.77,4.1
2023-10-28,103,28,140,96.81,7.2
2023-10-28,104,17,85,86.4,3.9
2023-10-28,105,22,110,93.92,6.6
2023-10-28,106,23,115,89.84,5.5
2023-10-28,107,33,165,95.5,5.5
2023-10-28,108,36,180,98.44,8.4
2023-10-29,101,30,150,93.04,7.9
2023-10-29,102,58,290,90.77,19.7
2023-10-29,103,56,280,97.03,14.1
2023-10-29,104,53,265,92.13,14.1
2023-10-29,105,15,75,98.1,2.3
2023-10-29,106,24,120,97.52,5.3
2023-10-29,107,20,100,93.56,4.0
2023-10-29,108,53,265,99.64,16.5
2023-10-30,101,177,991,93.44,48.0
2023-10-30,102,160,754,92.51,37.4
2023-10-30,103,181,819,94.38,43.4
2023-10-30,104,86,503,89.06,19.9
2023-10-30,105,198,869,92.91,38.7
2023-10-30,106,127,536,93.25,31.2
2023-10-30,107,165,727,89.85,53.8
2023-10-30,108,84,499,88.1,27.7
2023-10-31,101,57,337,88.16,10.5
2023-10-31,102,136,612,97.65,46.2
2023-10-31,103,59,296,94.5,9.3
2023-10-31,104,104,483,83.72,30.4
2023-10-31,105,196,840,88.11,61.1
2023-10-31,106,188,1083,92.7,54.0
2023-10-31,107,53,280,91.68,14.4
2023-10-31,108,146,708,95.83,29.6
2023-11-01,101,123,493,92.48,20.0
2023-11-01,102,125,643,99.04,39.5
2023-11-01,103,151,675,91.13,37.9
2023-11-01,104,140,801,90.09,27.0
2023-11-01,105,150,841,91.45,42.4
2023-11-01,106,166,910,98.07,27.0
2023-11-01,107,93,500,98.51,23.2
2023-11-01,108,130,697,96.34,38.4
2023-11-02,101,79,452,96.62,18.2
2023-11-02,102,188,818,96.85,37.7
2023-11-02,103,69,329,99.69,15.7
2023-11-02,104,170,721,87.11,35.3
2023-11-02,105,84,406,93.14,13.5
2023-11-02,106,164,666,95.35,49.5
2023-11-02,107,118,501,89.2,32.1
2023-11-02,108,127,719,92.3,24.5
2023-11-03,101,151,702,90.5,37.5
2023-11-03,102,96,405,97.59,19.3
2023-11-03,103,165,714,97.57,50.9
2023-11-03,104,126,569,88.46,41.8
2023-11-03,105,108,552,92.9,36.7
2023-11-03,106,102,477,89.32,21.0
2023-11-03,107,63,294,89.7,20.3
2023-11-03,108,75,324,93.19,18.0
2023-11-04,101,21,105,93.9,6.2
2023-11-04,102,30,150,89.35,6.5
2023-11-04,103,19,95,88.69,3.4
2023-11-04,104,20,100,86.84,3.5
2023-11-04,105,48,240,93.75,8.7
2023-11-04,106,16,80,93.72,5.6
2023-11-04,107,47,235,96.96,9.7
2023-11-04,108,18,90,97.14,2.8
2023-11-05,101,51,255,95.93,13.8
2023-11-05,102,36,180,98.06,7.9
2023-11-05,103,24,120,91.5,4.0
2023-11-05,104,48,240,86.29,12.7
2023-11-05,105,21,105,99.81,3.7
2023-11-05,106,45,225,96.37,8.0
2023-11-05,107,38,190,95.74,8.2
2023-11-05,108,30,150,92.08,7.0
2023-11-06,101,76,305,97.28,21.5
2023-11-06,102,126,651,98.95,20.1
2023-11-06,103,165,758,94.66,25.0
2023-11-06,104,177,752,84.22,44.7
2023-11-06,105,170,901,88.73,43.4
2023-11-06,106,62,251,96.21,15.3
2023-11-06,107,95,568,93.0,25.8
2023-11-06,108,143,716,97.72,46.1
2023-11-07,101,167,943,96.61,52.9
2023-11-07,102,121,620,95.72,26.6
2023-11-07,103,126,560,89.17,42.0
2023-11-07,104,108,465,91.52,36.0
2023-11-07,105,190,1070,99.11,64.2
2023-11-07,106,146,677,97.64,42.0
2023-11-07,107,183,987,91.7,31.1
2023-11-07,108,144,820,91.55,38.8
2023-11-08,101,154,631,99.21,39.3
2023-11-08,102,125,591,98.86,38.3
2023-11-08,103,133,628,94.32,43.1
2023-11-08,104,78,410,88.64,27.1
2023-11-08,105,51,223,88.33,15.9
2023-11-08,106,177,737,93.75,44.7
2023-11-08,107,61,298,94.79,15.6
2023-11-08,108,144,817,95.77,36.1
2023-11-09,101,136,705,98.08,30.1
2023-11-09,102,189,915,96.65,32.4
2023-11-09,103,87,454,95.66,14.6
2023-11-09,104,57,272,85.76,13.8
2023-11-09,105,106,607,99.06,22.3
2023-11-09,106,135,762,99.75,35.3
2023-11-09,107,111,626,88.06,29.2
2023-11-09,108,86,494,88.32,22.6
2023-11-10,101,136,757,90.29,37.8
2023-11-10,102,156,627,94.63,44.0
2023-11-10,103,186,1017,94.8,30.4
2023-11-10,104,117,607,85.3,19.4
2023-11-10,105,69,299,96.26,19.3
2023-11-10,106,126,666,91.96,37.9
2023-11-10,107,169,891,94.59,25.7
2023-11-10,108,173,934,97.95,49.8
2023-11-11,101,49,245,94.99,9.8
2023-11-11,102,33,165,92.05,8.1
2023-11-11,103,19,95,89.15,6.5
2023-11-11,104,47,235,93.73,8.1
2023-11-11,105,32,160,88.56,5.1
2023-11-11,106,33,165,96.21,10.6
2023-11-11,107,35,175,92.05,7.4
2023-11-11,108,20,100,89.92,3.5
2023-11-12,101,45,225,99.04,10.9
2023-11-12,102,39,195,88.62,7.8
2023-11-12,103,16,80,97.67,2.5
2023-11-12,104,56,280,85.27,18.2
2023-11-12,105,40,200,94.35,6.8
2023-11-12,106,31,155,94.04,9.7
2023-11-12,107,33,165,99.86,7.8
2023-11-12,108,22,110,90.91,5.8
2023-11-13,101,110,539,96.56,18.9
2023-11-13,102,130,702,95.55,45.1
2023-11-13,103,57,276,93.06,13.3
2023-11-13,104,58,235,86.77,15.3
2023-11-13,105,149,891,99.04,31.5
2023-11-13,106,156,636,91.75,41.4
2023-11-13,107,130,613,99.21,38.0
2023-11-13,108,95,418,98.98,30.5
2023-11-14,101,129,646,93.53,25.9
2023-11-14,102,190,1113,92.34,61.1
2023-11-14,103,135,718,97.95,39.6
2023-11-14,104,61,337,90.67,11.6
2023-11-14,105,136,746,97.46,40.7
2023-11-14,106,96,447,89.64,22.1
2023-11-14,107,54,302,88.49,12.2
2023-11-14,108,173,716,93.81,50.2
2023-11-15,101,160,678,93.37,53.1
2023-11-15,102,177,1039,92.5,47.0
2023-11-15,103,144,669,96.52,25.5
2023-11-15,104,51,298,91.6,12.1
2023-11-15,105,170,923,99.23,43.4
2023-11-15,106,152,680,88.5,41.8
2023-11-15,107,137,713,99.73,46.2
2023-11-15,108,157,706,92.73,37.0
2023-11-16,101,60,289,95.15,17.5
2023-11-16,102,197,886,94.37,56.7
2023-11-16,103,101,454,94.98,31.2
2023-11-16,104,97,481,89.41,22.4
2023-11-16,105,155,918,94.09,46.0
2023-11-16,106,180,871,94.05,29.3
2023-11-16,107,51,259,94.47,12.7
2023-11-16,108,91,512,95.63,19.3
2023-11-17,101,174,1020,95.2,49.1
2023-11-17,102,86,439,89.29,29.0
2023-11-17,103,89,394,93.91,18.3
2023-11-17,104,172,747,85.25,35.6
2023-11-17,105,184,897,88.36,56.0
2023-11-17,106,66,300,90.38,13.0
2023-11-17,107,100,586,88.1,16.0
2023-11-17,108,122,587,89.36,34.8
2023-11-18,101,24,120,93.47,8.4
2023-11-18,102,18,90,88.0,6.1
2023-11-18,103,41,205,97.9,10.0
2023-11-18,104,17,85,91.72,5.4
2023-11-18,105,56,280,94.4,10.1
2023-11-18,106,36,180,99.25,8.6
2023-11-18,107,57,285,98.41,14.4
2023-11-18,108,48,240,88.91,12.0
2023-11-19,101,52,260,99.03,11.7
2023-11-19,102,35,175,94.6,10.8
2023-11-19,103,53,265,92.79,8.2
2023-11-19,104,48,240,85.82,11.5
2023-11-19,105,35,175,98.07,6.1
2023-11-19,106,44,220,92.67,9.2
2023-11-19,107,58,290,93.97,14.7
2023-11-19,108,56,280,91.05,9.7
2023-11-20,101,52,220,99.04,12.5
2023-11-20,102,156,672,95.44,34.0
2023-11-20,103,70,338,88.18,22.3
2023-11-20,104,96,519,87.91,32.0
2023-11-20,105,174,852,90.37,36.8
2023-11-20,106,109,574,90.96,23.0
2023-11-20,107,79,367,90.88,14.5
2023-11-20,108,153,651,93.4,38.5
2023-11-21,101,52,242,90.13,15.8
2023-11-21,102,60,307,99.39,12.8
2023-11-21,103,99,457,94.21,28.0
2023-11-21,104,127,690,86.03,26.4
2023-11-21,105,66,267,88.95,15.4
2023-11-21,106,87,491,97.71,29.3
2023-11-21,107,85,449,95.25,20.7
2023-11-21,108,163,818,94.53,42.0
2023-11-22,101,70,342,95.96,19.3
2023-11-22,102,119,666,99.23,20.2
2023-11-22,103,85,474,91.08,18.5
2023-11-22,104,150,653,91.19,37.3
2023-11-22,105,71,307,92.18,14.4
2023-11-22,106,87,472,94.6,28.8
2023-11-22,107,112,530,95.72,33.0
2023-11-22,108,195,1020,93.94,67.8
2023-11-23,101,180,785,99.21,54.2
2023-11-23,102,56,243,98.76,12.2
2023-11-23,103,96,531,93.25,28.2
2023-11-23,104,182,990,84.09,48.8
2023-11-23,105,119,585,96.02,30.7
2023-11-23,106,138,682,92.56,27.6
2023-11-23,107,149,858,91.86,34.2
2023-11-23,108,100,422,92.14,32.5
2023-11-24,101,50,229,96.39,12.6
2023-11-24,102,157,684,96.75,29.5
2023-11-24,103,74,358,90.31,15.3
2023-11-24,104,160,898,84.94,43.7
2023-11-24,105,88,385,88.6,28.6
2023-11-24,106,57,284,94.71,16.0
2023-11-24,107,149,604,90.12,51.7
2023-11-24,108,114,596,88.56,37.1
2023-11-25,101,38,190,91.17,9.2
2023-11-25,102,45,225,96.56,7.6
2023-11-25,103,45,225,88.1,6.8
2023-11-25,104,48,240,83.55,12.3
2023-11-25,105,15,75,91.5,3.9
2023-11-25,106,39,195,91.71,5.9
2023-11-25,107,42,210,90.76,10.8
2023-11-25,108,30,150,95.1,5.0
2023-11-26,101,30,150,95.98,9.0
2023-11-26,102,55,275,93.57,9.0
2023-11-26,103,15,75,97.16,2.7
2023-11-26,104,54,270,88.21,18.1
2023-11-26,105,52,260,92.47,18.0
2023-11-26,106,22,110,97.25,4.6
2023-11-26,107,32,160,88.71,6.5
2023-11-26,108,31,155,95.87,10.8
2023-11-27,101,161,739,96.63,31.6
2023-11-27,102,167,717,93.43,37.9
2023-11-27,103,127,525,99.57,19.4
2023-11-27,104,93,552,90.59,20.0
2023-11-27,105,170,832,95.45,30.5
2023-11-27,106,140,659,88.86,39.8
2023-11-27,107,80,459,95.89,17.5
2023-11-27,108,198,969,93.31,47.8
2023-11-28,101,58,315,96.59,12.0
2023-11-28,102,72,333,96.63,12.5
2023-11-28,103,156,878,99.65,50.9
2023-11-28,104,58,275,90.27,16.5
2023-11-28,105,59,236,96.96,10.1
2023-11-28,106,160,641,90.22,27.2
2023-11-28,107,89,469,91.52,26.0
2023-11-28,108,94,409,95.7,22.8
2023-11-29,101,88,388,88.88,21.4
2023-11-29,102,131,773,99.67,33.9
2023-11-29,103,159,783,89.05,43.2
2023-11-29,104,151,781,82.74,51.6
2023-11-29,105,97,402,96.31,26.7
2023-11-29,106,133,656,96.57,34.0
2023-11-29,107,165,766,95.26,55.7
2023-11-29,108,140,639,92.32,34.0
2023-11-30,101,93,389,99.77,31.6
2023-11-30,102,107,627,92.32,34.1
2023-11-30,103,82,400,95.55,25.0
2023-11-30,104,97,503,84.24,21.3
2023-11-30,105,168,936,89.9,26.7
2023-11-30,106,182,781,88.4,44.4
2023-11-30,107,89,373,96.38,19.4
2023-11-30,108,79,463,90.96,22.0
2023-12-01,101,143,717,97.36,46.7
2023-12-01,102,57,294,90.96,16.1
2023-12-01,103,140,655,95.39,45.9
2023-12-01,104,64,307,83.23,10.4
2023-12-01,105,65,305,96.48,11.8
2023-12-01,106,79,324,90.63,16.2
2023-12-01,107,183,855,88.17,33.1
2023-12-01,108,107,600,90.15,24.8
2023-12-02,101,21,105,97.13,5.9
2023-12-02,102,34,170,89.52,10.1
2023-12-02,103,39,195,96.42,7.0
2023-12-02,104,23,115,87.97,5.0
2023-12-02,105,50,250,90.23,16.6
2023-12-02,106,26,130,97.38,5.1
2023-12-02,107,33,165,92.26,10.4
2023-12-02,108,54,270,93.87,10.3
2023-12-03,101,17,85,96.33,3.4
2023-12-03,102,23,115,93.35,7.9
2023-12-03,103,39,195,96.41,8.1
2023-12-03,104,22,110,90.67,4.1
2023-12-03,105,21,105,91.32,5.1
2023-12-03,106,51,255,96.83,11.6
2023-12-03,107,20,100,95.08,6.5
2023-12-03,108,51,255,99.83,17.4
2023-12-04,101,113,609,89.26,32.0
2023-12-04,102,136,618,97.53,45.4
2023-12-04,103,73,320,95.95,12.3
2023-12-04,104,55,237,87.0,17.4
2023-12-04,105,78,404,90.39,16.2
2023-12-04,106,185,1093,93.7,53.6
2023-12-04,107,73,374,99.24,13.8
2023-12-04,108,115,522,92.76,37.3
2023-12-05,101,180,734,91.63,53.8
2023-12-05,102,93,412,96.4,28.5
2023-12-05,103,132,663,96.16,36.9
2023-12-05,104,70,339,83.69,17.7
2023-12-05,105,76,381,91.91,19.1
2023-12-05,106,130,539,98.88,20.0
2023-12-05,107,52,254,91.4,10.9
2023-12-05,108,180,723,91.27,30.9
2023-12-06,101,190,881,97.13,36.4
2023-12-06,102,89,449,89.36,20.5
2023-12-06,103,184,815,96.52,57.0
2023-12-06,104,191,829,82.03,45.9
2023-12-06,105,59,294,89.68,11.4
2023-12-06,106,194,876,90.69,47.8
2023-12-06,107,150,605,96.73,24.7
2023-12-06,108,74,402,97.16,17.9
2023-12-07,101,99,550,91.1,18.1
2023-12-07,102,137,699,94.85,24.1
2023-12-07,103,149,637,96.9,36.3
2023-12-07,104,183,888,90.72,46.1
2023-12-07,105,122,564,95.59,18.5
2023-12-07,106,117,575,94.16,37.0
2023-12-07,107,91,427,95.98,25.3
2023-12-07,108,154,903,92.11,26.4
2023-12-08,101,171,946,90.64,34.9
2023-12-08,102,111,664,90.35,29.4
2023-12-08,103,108,463,99.55,36.7
2023-12-08,104,115,541,91.85,18.3
2023-12-08,105,197,893,93.67,62.0
2023-12-08,106,83,361,93.01,25.6
2023-12-08,107,89,401,88.42,20.7
2023-12-08,108,149,704,92.67,43.1
2023-12-09,101,47,235,88.62,7.9
2023-12-09,102,46,230,89.06,8.8
2023-12-09,103,24,120,88.01,4.0
2023-12-09,104,39,195,88.21,6.0
2023-12-09,105,28,140,93.81,8.2
2023-12-09,106,32,160,99.02,8.9
2023-12-09,107,33,165,89.62,6.5
2023-12-09,108,54,270,93.55,11.4
2023-12-10,101,22,110,97.4,6.6
2023-12-10,102,57,285,99.74,14.6
2023-12-10,103,57,285,88.38,9.5
2023-12-10,104,53,265,93.49,15.3
2023-12-10,105,34,170,93.97,7.0
2023-12-10,106,38,190,95.57,11.4
2023-12-10,107,52,260,93.66,18.1
2023-12-10,108,49,245,98.5,13.0
2023-12-11,101,65,307,88.14,13.0
2023-12-11,102,77,333,99.85,13.4
2023-12-11,103,62,358,90.91,18.3
2023-12-11,104,81,485,91.45,18.8
2023-12-11,105,155,840,89.37,35.9
2023-12-11,106,130,542,95.41,19.7
2023-12-11,107,120,696,94.28,35.7
2023-12-11,108,95,543,93.73,15.7
2023-12-12,101,176,820,89.84,56.3
2023-12-12,102,55,308,96.25,8.3
2023-12-12,103,191,892,88.41,39.7
2023-12-12,104,156,713,88.2,31.6
2023-12-12,105,81,351,91.11,20.2
2023-12-12,106,82,448,94.84,25.8
2023-12-12,107,151,714,99.14,24.3
2023-12-12,108,129,611,91.32,24.0
2023-12-13,101,97,445,96.53,16.2
2023-12-13,102,67,375,96.9,20.7
2023-12-13,103,126,684,96.09,39.8
2023-12-13,104,126,691,86.97,30.8
2023-12-13,105,125,639,98.92,28.5
2023-12-13,106,106,424,90.01,16.5
2023-12-13,107,105,423,89.52,31.6
2023-12-13,108,127,539,90.52,19.8
2023-12-14,101,163,751,94.46,25.1
2023-12-14,102,146,763,94.33,24.6
2023-12-14,103,147,881,97.94,48.3
2023-12-14,104,157,806,93.78,51.8
2023-12-14,105,79,413,88.98,24.9
2023-12-14,106,127,746,88.64,19.4
2023-12-14,107,165,686,89.09,38.9
2023-12-14,108,117,531,94.09,27.8
2023-12-15,101,160,936,94.31,35.3
2023-12-15,102,155,671,92.16,46.2
2023-12-15,103,90,402,95.0,23.8
2023-12-15,104,183,1045,82.0,40.7
2023-12-15,105,166,901,89.3,49.8
2023-12-15,106,118,551,94.76,37.3
2023-12-15,107,64,263,93.27,12.0
2023-12-15,108,84,401,92.67,22.9
2023-12-16,101,20,100,92.21,5.4
2023-12-16,102,42,210,93.22,14.3
2023-12-16,103,50,250,94.64,10.7
2023-12-16,104,28,140,82.4,8.8
2023-12-16,105,51,255,94.94,17.3
2023-12-16,106,48,240,97.74,8.4
2023-12-16,107,18,90,98.68,6.1
2023-12-16,108,45,225,96.17,13.4
2023-12-17,101,48,240,90.1,13.0
2023-12-17,102,51,255,99.11,10.9
2023-12-17,103,45,225,95.66,13.6
2023-12-17,104,29,145,91.16,8.4
2023-12-17,105,28,140,91.96,7.0
2023-12-17,106,56,280,92.96,14.7
2023-12-17,107,21,105,99.5,5.7
2023-12-17,108,55,275,99.14,14.8
2023-12-18,101,168,919,89.81,55.9
2023-12-18,102,136,701,90.41,27.8
2023-12-18,103,113,591,99.14,38.6
2023-12-18,104,132,763,85.5,34.7
2023-12-18,105,57,287,99.82,8.7
2023-12-18,106,139,729,93.58,24.1
2023-12-18,107,174,696,97.01,60.4
2023-12-18,108,129,744,96.32,31.4
2023-12-19,101,69,348,93.68,16.5
2023-12-19,102,103,520,91.77,20.8
2023-12-19,103,102,532,96.36,24.5
2023-12-19,104,65,348,91.03,16.3
2023-12-19,105,96,541,99.79,18.1
2023-12-19,106,55,253,99.7,11.3
